序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
7297,265.60055641110245,341.25738690101804,429.7087710673457,514.0583370761445,600.3741120993556,690.3913139916432,774.7478455201442,835,835,835,835,835,835,835,835,835,750,205.13589769682292,307.8093700210832,400,500,565,665,773,835,835,835,835,835,835,835,835,835,750
7298,263.2201430082286,342.3798765373813,428.3771743459793,515.5758421560892,596.3257986021982,692.212647926201,772.7143185057835,835,835,835,835,835,835,835,835,835,750,204.75280395204496,307.0172158602222,400,500,563,663,772,835,835,835,835,835,835,835,835,835,750
7299,261.3870166148868,342.7582572963659,428.3682924697311,514.423829373006,594.5437639754101,689.1491905108563,768.5766325957034,835,835,835,835,835,835,835,835,835,750,202.21618775437184,309.05972096524573,400,500,562,662,770,835,835,835,835,835,835,835,835,835,750
7300,270.07292978392337,321.60705143770423,418.2561626357526,515.5424271688639,591.765160367099,678.9759840738063,767.5281134271962,835,835,835,835,835,835,835,835,835,750,206.6032934952208,304.7663291612113,400,500,560,660,769,835,835,835,835,835,835,835,835,835,750
7301,269.1657981866735,324.66532718533267,419.0519768771582,515.7709167864215,586.0007620519661,673.9555371928903,766.4241296563633,835,835,835,835,835,835,835,835,835,750,204.7511926822014,307.5163167161842,400,500,558,658,767,835,835,835,835,835,835,835,835,835,750
7302,270.04685667495033,325.13658722072955,418.5636201031977,515.9896908202696,586.0007620519661,675.0608059429723,765.7883329248926,835,835,835,835,835,835,835,835,835,750,204.98545582626764,308.0452574024454,400,500,557,657,765,835,835,835,835,835,835,835,835,835,750
7303,273.3343808035513,323.1736649442835,418.9488172809332,515.4509904624117,584.3147291612977,674.7650409689951,762.4233369209577,835,835,835,835,835,835,835,835,835,750,205.73022337931252,307.6899202342768,400,500,555,655,764,835,835,835,835,835,835,835,835,835,750
7304,268.8096270713803,322.9192844705092,420.31130718419456,514.5969602646928,585.9131850385908,674.5535879363936,760.106819840028,835,835,835,835,835,835,835,835,835,750,204.9369461722537,306.51756600932856,400,500,553,653,762,835,835,835,835,835,835,835,835,835,750
7305,268.1939587691269,323.5104727966812,418.31409625370645,511.96344874635736,580.9402630446654,671.0150664281264,760.2662430302577,835,835,835,835,835,835,835,835,835,750,205.28354368249904,305.2867041440912,400,500,552,652,761,835,835,835,835,835,835,835,835,835,750
7306,267.4139347335556,324.2279731569957,418.3229781299547,509.4522867790764,580.9402630446654,663.9802022352723,757.4352476632323,835,835,835,835,835,835,835,835,835,750,207.28879650260035,306.0762490207491,400,500,550,650,759,835,835,835,835,835,835,835,835,835,750
7307,269.8371481004983,322.8861379258455,419.4196036872941,508.951096742405,581.5126367817362,664.7589863734348,754.3103166649587,835,835,835,835,835,835,835,835,835,750,201.6389279924153,305.29034047357607,400,500,548,648,757,835,835,835,835,835,835,835,835,835,750
7308,268.59877651071406,323.3420497269686,420.17261622872695,509.04879751934135,578.8903304026941,661.8203964176279,753.9431761174433,835,835,835,835,835,835,835,835,835,750,199.7247093170625,306.15245987274346,400,500,547,647,756,835,835,835,835,835,835,835,835,835,750
7309,266.891330865805,322.8955279787431,418.2671448801623,509.6763735517114,574.6610018640143,661.9959349560726,753.2006546601584,835,835,835,835,835,835,835,835,835,750,197.0890362284684,306.13065296914385,400,500,545,645,754,835,835,835,835,835,835,835,835,835,750
7310,267.3474644588565,322.13478921408426,419.0895050156882,509.0688931792375,578.8903304026941,661.7253511396389,748.3286565688768,835,835,835,835,835,835,835,835,835,750,199.70794698519333,306.02593240573395,400,500,543,643,753,835,835,835,835,835,835,835,835,835,750
7311,267.17308441829675,324.1027884916274,419.8610302061876,508.1724487335899,576.2768300461514,660.5353261027689,748.297392346895,835,835,835,835,835,835,835,835,835,750,201.7979018753183,306.0677881202733,400,500,541,641,751,835,835,835,835,835,835,835,835,835,750
7312,266.157110227509,323.8563160591956,419.0297881944134,510.1280644404308,575.3421951105646,664.499160209302,748.3102266728571,835,835,835,835,835,835,835,835,835,750,196.6730276358696,304.2846164348789,400,500,540,640,749,835,835,835,835,835,835,835,835,835,750
7313,265.3173136062327,324.13514535987736,419.0099240227258,510.1280644404308,575.3421951105646,662.6478758643116,748.3102266728571,835,835,835,835,835,835,835,835,835,750,195.6316521190731,302.3581257401458,400,500,538,638,748,835,835,835,835,835,835,835,835,835,750
7314,266.5554394767868,323.99102130825463,419.4394678589817,508.1724487335899,575.7550492916586,660.8184950766649,746.476080175386,835,835,835,835,835,835,835,835,835,750,200.18941564380975,303.2424855383941,400,500,536,636,746,835,835,835,835,835,835,835,835,835,750
7315,267.17308441829675,323.2517999716052,421.1485983052256,507.125136809532,574.047652084998,661.6083532626385,745.980879324983,835,835,835,835,835,835,835,835,835,750,200.2061779756789,303.4563331273592,400,500,535,635,744,835,835,835,835,835,835,835,835,835,750
7316,264.87017683126487,323.3420497269686,421.6894414450832,507.1146328592169,574.047652084998,662.479168659828,743.9433078289264,835,835,835,835,835,835,835,835,835,750,200.2061779756789,303.6761301404253,400,500,533,633,743,835,835,835,835,835,835,835,835,835,750
7317,264.6737410756803,323.27352094794014,420.2284304971445,507.1363653166243,574.0196179493188,662.2702711378273,743.455782458895,835,835,835,835,835,835,835,835,835,750,198.06171723636825,303.07425063707825,400,500,531,631,741,835,835,835,835,835,835,835,835,835,750
7318,267.2619129741779,324.10521308383454,419.6033429162852,505.8888365104892,572.3690008338907,664.250448514724,741.8101994991289,835,835,835,835,835,835,835,835,835,750,196.9651458312403,302.29643517912444,400,500,529,629,739,835,835,835,835,835,835,835,835,835,750
7319,269.47110373383515,324.24185563269833,419.65451870215696,507.6438827524619,571.3405186288757,664.1577202429543,741.4632414233001,835,835,835,835,835,835,835,835,835,750,197.39470970917657,301.9721334110657,400,500,528,628,738,835,835,835,835,835,835,835,835,835,750
7320,266.14239232558333,324.2094987644484,420.9115394392141,507.6823517267979,571.4651263094802,662.678009891866,737.3570964310758,835,835,835,835,835,835,835,835,835,750,196.1000187699352,302.2645118839544,400,500,526,626,736,835,835,835,835,835,835,835,835,835,750
7321,267.7281436560503,324.0977315810756,419.71031203505584,507.6823517267979,570.6036223631677,661.6513383233032,737.1767510161602,835,835,835,835,835,835,835,835,835,750,199.5304002973145,302.25744360333965,400,500,524,624,735,835,835,835,835,835,835,835,835,835,750
7322,266.6086110124929,323.99102130825463,419.9168444746052,507.9271442634488,570.6036223631677,660.1881783724723,737.2180524188676,835,835,835,835,835,835,835,835,835,750,199.6338186803966,303.65354972698884,400,500,523,623,733,835,835,835,835,835,835,835,835,835,750
7323,267.17580784814135,323.99102130825463,419.9168444746052,507.8609998988837,569.6846280905243,659.8388180348423,736.7163248315126,835,835,835,835,835,835,835,835,835,750,199.5304002973145,302.9857381575213,400,500,521,621,731,835,835,835,835,835,835,835,835,835,750
7324,266.6753869797779,323.99102130825463,420.2284304971445,507.9037848183472,569.6846280905243,658.8457754623875,736.2132346134514,835,835,835,835,835,835,835,835,835,750,199.8718552187173,302.8419531574164,400,500,519,619,730,835,835,835,835,835,835,835,835,835,750
7325,266.8596892172476,324.2856889135525,419.9990927644951,508.4355578057861,569.7301803673832,661.2531662334977,735.9303187594007,835,835,835,835,835,835,835,835,835,750,196.60504064261244,298.62890827390885,400,500,518,618,728,835,835,835,835,835,835,835,835,835,750
7326,283.3419141400951,354.6056557258406,436.1135659667722,515.4658737331339,564.8547025885756,662.5353703103099,740.2590861161659,835,835,835,835,835,835,835,835,835,750,211.16707343759248,304.2895660642272,400,500,516,616,726,835,835,835,835,835,835,835,835,835,750
7327,289.74462271480087,363.0654536008547,439.340247983394,515.7907173828327,575.9846555203571,655.9807867983054,738.0607385852254,835,835,835,835,835,835,835,835,835,750,214.31219428607773,305.81080611342503,400,500,514,614,725,835,835,835,835,835,835,835,835,835,750
7328,290.1033936979612,356.8386196542274,443.7111565969632,515.3714629330927,574.2858231674007,655.1436186557954,737.9187791165799,835,835,835,835,835,835,835,835,835,750,214.3408059971881,303.9109979690533,400,500,512,612,723,835,835,835,835,835,835,835,835,835,750
7329,290.1375958794151,356.8051803943741,443.7109139489131,515.596447442742,573.9330084332931,654.9603310105931,736.6259524147636,835,835,835,835,835,835,835,835,835,750,214.28747630476752,304.7122363848992,400,500,511,611,722,835,835,835,835,835,835,835,835,835,750
7330,289.38659524645254,358.0204850090063,446.1388192023754,516.0873344035049,573.9027123085025,654.3186654423101,736.1673251788942,835,835,835,835,835,835,835,835,835,750,214.3408059971881,304.59908237249806,400,500,509,609,720,835,835,835,835,835,835,835,835,835,750
7331,289.2804941055671,357.4723677500024,446.4670032449658,516.1135093538855,573.9027123085025,654.5931584196735,736.5498150301062,835,835,835,835,835,835,835,835,835,750,214.91024098746448,302.82732121811813,400,500,507,607,720,835,835,835,835,835,835,835,835,835,750
7332,289.32318882709427,357.3867369132313,446.1972804404565,516.4184561283638,573.8739237586491,654.6290738073814,736.3953430707998,835,835,835,835,835,835,835,835,835,750,212.9302275386841,302.7224829463668,400,500,506,606,720,835,835,835,835,835,835,835,835,835,750
7333,284.03074335244685,362.5082843591336,444.594896917981,516.442973216318,576.3743271656351,657.9258805185459,739.5943432949866,835,835,835,835,835,835,835,835,835,750,211.9226043136175,300.6020674248452,400,500,504,604,720,835,835,835,835,835,835,835,835,835,750
7334,289.30873324202213,356.96045587770607,445.6030606702319,516.5160056945225,573.9027123085025,653.4642307492871,736.167284927066,835,835,835,835,835,835,835,835,835,750,213.5174306198586,300.7152214372463,400,500,502,602,720,835,835,835,835,835,835,835,835,835,750
7335,282.4668614986495,353.9060471545581,442.1211187098856,513.7685043813888,573.9199272891116,653.9413287515127,736.5592250108125,835,835,835,835,835,835,835,835,835,750,209.1077234479665,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7336,282.5045582766272,360.6522233404861,442.1211187098856,513.5169651700837,574.0218791042942,654.8350114057619,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.11023941427254,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7337,282.5337625145316,360.8929533890648,442.12087606183553,514.2609372263097,574.8047076173709,654.8269066439177,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.11023941427254,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7338,282.5337625145316,361.3194106961144,442.12087606183553,514.2287722924145,573.828993948742,654.8350114057619,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.9478199296172,300.10075345762874,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7339,282.4618635551,360.8615431924739,442.12087606183553,514.5167100486337,574.6118224618187,655.7463772209118,736.5925572666529,835,835,835,835,835,835,835,835,835,750,208.93005183871907,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7340,282.4559005101011,360.6522233404861,442.12087606183553,513.532683220842,574.6587645243533,655.6316368946497,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.98499280098324,300.11023941427254,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7341,282.38400155066955,360.1943558368456,442.1211187098856,513.5453061810084,574.8047076173709,654.7040615558114,736.0977634093422,835,835,835,835,835,835,835,835,835,750,209.14905269911355,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7342,282.4618635551,361.3194106961144,442.12087606183553,514.2571133033392,574.8047076173709,654.8269066439177,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7343,283.81909797382593,361.3194106961144,442.12087606183553,514.2287722924145,574.6118224618187,655.7463772209118,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7344,283.81909797382593,360.8929533890648,442.12087606183553,514.2609372263097,574.6118224618187,654.8269066439177,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.09908015141656,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7345,283.7898937359216,360.6522233404861,442.12087606183553,513.5453061810084,574.6587645243533,655.7544819827559,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7346,280.2944012588832,363.15863430633937,438.8859786655431,512.6703882587028,574.1382246030847,654.7596914767454,736.1625718661062,835,835,835,835,835,835,835,835,835,750,208.54510703867228,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7347,283.73791557978024,361.4942894431052,442.1812540862493,514.3996473351154,574.6118224618187,654.8269066439177,736.2770339740146,835,835,835,835,835,835,835,835,835,750,208.5095454371498,300.0871013226466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7348,283.81909797382593,361.3194106961144,442.12087606183553,514.2123254092777,574.6118224618187,654.8269066439177,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7349,283.7471990143944,360.7712934371105,442.12087606183553,514.169916476718,574.6118224618187,654.8269066439177,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7350,283.71799477649,360.2593815648142,441.585117529692,513.7723283043592,574.8516496799054,654.8350114057619,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.5095454371498,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7351,282.3974565294433,361.3194106961144,442.12087606183553,514.2406664202024,574.881179410216,654.6419577862592,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.9598203708907,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7352,282.2913553885578,360.7712934371105,442.12087606183553,514.2287722924145,574.6413521921293,654.6338530244151,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.9420522799926,300.12153245329586,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7353,283.7814011958483,361.3194106961144,442.1211187098856,514.2571133033392,574.8047076173709,654.8269066439177,736.2664792667639,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7354,282.4960657365539,360.7712934371105,442.1211187098856,514.4459601051493,574.6118224618187,654.8269066439177,736.5916176888134,835,835,835,835,835,835,835,835,835,750,209.1668462097379,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7355,295.7835329041014,368.2301740108866,449.1380585254713,518.1961960652487,574.1788180889557,657.1364405861364,737.5576992367313,835,835,835,835,835,835,835,835,835,750,205.31968782251775,299.96122044931184,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7356,284.1478461909004,360.5612769689983,441.7656383342437,514.2444903431729,574.6118224618187,655.7463772209118,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.5773779173636,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7357,282.56796469598544,360.5068077962291,441.67098350592886,514.2609372263097,574.8516496799054,654.8350114057619,736.2664792667639,835,835,835,835,835,835,835,835,835,750,208.94943119946075,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7358,296.03977927804414,368.32042376625,448.9310379906153,517.9082583090296,574.1788180889557,657.1364405861364,737.0278441760962,835,835,835,835,835,835,835,835,835,750,205.53868868291224,303.4895910927939,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7359,283.0468581461172,360.5612769689983,442.30188216248735,514.1901872828253,574.8047076173709,654.8269066439177,736.5525266070383,835,835,835,835,835,835,835,835,835,750,208.99788431893285,300.0871013226466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7360,283.71799477649,360.1375453413355,442.12087606183553,513.532683220842,574.8047076173709,654.588863916628,736.3953430707998,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.1189810010995,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7361,282.4326593171956,360.1041060814822,442.1211187098856,513.5453061810084,574.6299759744999,654.63288406618,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.93166310856265,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7362,283.71799477649,360.1041060814822,442.12087606183553,513.5005182869469,574.6299759744999,655.7903973704638,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7363,276.6604008281722,360.43508588542426,442.12087606183553,514.1237786189549,574.6118224618187,654.8269066439177,735.8724077974839,835,835,835,835,835,835,835,835,835,750,208.9478199296172,300.08003304203186,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7364,281.5501053293415,357.4922860566648,441.4785987678169,515.6516525143389,574.5137730265982,656.0078858423192,735.8195824238976,835,835,835,835,835,835,835,835,835,750,214.7248011921693,299.8966699047654,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7365,282.5337625145316,360.4905903745877,442.1211187098856,514.1580223489301,575.0501826916361,654.8269066439177,736.5276638075718,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.11023941427254,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7366,283.5766908478522,360.43508588542426,442.12087606183553,514.1618462719006,574.6413521921293,655.4623087617388,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.48598427690084,300.0871013226466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7367,282.2913553885578,360.8615431924739,442.1407402335231,514.4459601051493,574.6413521921293,654.5428381847447,736.563081314289,835,835,835,835,835,835,835,835,835,750,208.9064906784701,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7368,283.7471990143944,360.7712934371105,442.12087606183553,514.2406664202024,574.6587645243533,654.8350114057619,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7369,282.4618635551,360.7712934371105,442.12087606183553,514.2123254092777,574.6118224618187,654.8269066439177,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.96561344024155,300.11023941427254,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7370,283.7814011958483,360.7712934371105,442.12087606183553,514.5167100486337,574.6118224618187,654.8269066439177,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.54510703867228,300.12153245329586,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7371,283.7814011958483,360.7712934371105,442.12087606183553,514.2571133033392,575.6613167781414,653.6354311539274,738.6882318433007,835,835,835,835,835,835,835,835,835,750,208.5628751295704,300.12153245329586,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7372,282.6524817856163,359.59428529888527,441.584874881642,513.4962846759279,574.6121325903721,654.0965801767674,735.785611968804,835,835,835,835,835,835,835,835,835,750,209.14905269911355,300.1024853439112,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7373,282.62424264916126,360.7930144134455,442.12087606183553,514.1415754657933,574.8516496799054,654.0274035189595,735.9828261646571,835,835,835,835,835,835,835,835,835,750,209.1668462097379,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7374,283.7814011958483,360.8615431924739,441.1968143421335,514.1580223489301,574.6587645243533,654.7903226565537,736.5925572666529,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7375,282.4132057885739,360.43508588542426,441.1968143421335,514.4333371449829,574.6118224618187,655.8245335598099,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.93005183871907,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7376,282.38400155066955,360.2092672521404,442.2718778263091,513.7803858383487,574.6118224618187,654.8269066439177,736.3953430707998,835,835,835,835,835,835,835,835,835,750,208.96561344024155,300.12153245329586,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7377,283.4909526404516,360.28270907273577,442.2069846861224,514.1618462719006,574.6118224618187,655.6235321328055,736.2422301380502,835,835,835,835,835,835,835,835,835,750,208.54510703867228,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7378,283.7471990143944,360.8615431924739,442.1211187098856,514.5167100486337,574.6587645243533,654.8350114057619,736.2949776051953,835,835,835,835,835,835,835,835,835,750,208.5095454371498,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7379,283.7471990143944,360.8615431924739,442.12087606183553,514.2406664202024,574.6587645243533,654.8350114057619,736.3065099263785,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7380,283.4909526404516,360.8615431924739,442.1211187098856,514.2571133033392,574.6118224618187,655.7463772209118,736.2664792667639,835,835,835,835,835,835,835,835,835,750,208.5273135280479,300.0871013226466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7381,282.5045582766272,360.6522233404861,442.1211187098856,513.6160561244928,574.8047076173709,654.8269066439177,736.1089321688256,835,835,835,835,835,835,835,835,835,750,208.9478199296172,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7382,283.46174840254724,360.1041060814822,442.1211187098856,513.8756528697874,574.6118224618187,655.7463772209118,736.0692650709108,835,835,835,835,835,835,835,835,835,750,208.54510703867228,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7383,283.4431304992682,354.18751372146414,441.1145023155034,513.1316330625341,573.9555795590422,653.2440814402192,736.3232437571801,835,835,835,835,835,835,835,835,835,750,210.3844316753456,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7384,282.880720565804,353.9060471545581,442.1793372999165,514.0232878249823,573.855770245968,653.456125987443,736.5498150301062,835,835,835,835,835,835,835,835,835,750,210.15770143581148,300.08003304203186,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7385,282.90992480370835,354.6634842655498,441.585117529692,514.1499648149406,573.9027123085025,653.4642307492871,736.5488754522667,835,835,835,835,835,835,835,835,835,750,209.5349367531145,300.08003304203186,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7386,282.95261952523555,354.454164413562,442.12087606183553,513.6160561244928,573.855770245968,653.456125987443,736.550391046246,835,835,835,835,835,835,835,835,835,750,210.193263037334,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7387,282.94412698516226,360.17472595021,441.585117529692,513.8313179927827,573.9027123085025,653.2261880219975,736.1272945192796,835,835,835,835,835,835,835,835,835,750,209.53393099408555,300.09119230488784,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7388,282.9818237631399,360.276338474946,442.12087606183553,513.2152295214507,573.855770245968,653.3332808993367,736.3065099263785,835,835,835,835,835,835,835,835,835,750,209.5349367531145,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7389,282.98682170668945,359.9654060982222,442.1211187098856,514.4700225402032,573.6628850904158,653.456125987443,736.0846830401119,835,835,835,835,835,835,835,835,835,750,209.570498354637,300.09908015141656,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7390,282.95261952523555,360.6856626003394,442.1211187098856,514.5021874740984,573.8554601174146,653.456125987443,736.2737536866779,835,835,835,835,835,835,835,835,835,750,209.570498354637,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7391,282.94412698516226,359.98858115115627,442.12087606183553,515.1267977698079,573.8554601174146,653.456125987443,736.3070859425183,835,835,835,835,835,835,835,835,835,750,209.570498354637,300.09908015141656,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7392,282.94412698516226,360.7712934371105,442.1407402335231,515.1943365874471,573.9024021799491,653.4642307492871,736.2770339740146,835,835,835,835,835,835,835,835,835,750,209.5171686622164,300.1189810010995,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7393,283.36796462708986,359.8519735545956,440.8282174880699,514.9308779750393,573.5640188813553,653.2129976061449,736.6209434611457,835,835,835,835,835,835,835,835,835,750,209.570498354637,299.50352654469793,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7394,282.9818237631399,360.8929533890648,442.1211187098856,515.1432446529448,573.660086456707,653.456125987443,736.9843494410242,835,835,835,835,835,835,835,835,835,750,209.570498354637,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7395,282.90992480370835,360.7712934371105,442.12087606183553,515.0403297755652,573.8554601174146,653.456125987443,735.9436799626397,835,835,835,835,835,835,835,835,835,750,209.5349367531145,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7396,282.880720565804,360.2593815648142,441.584874881642,514.431437530614,573.8554601174146,653.2180832601533,736.1092957305253,835,835,835,835,835,835,835,835,835,750,209.5349367531145,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7397,282.90992480370835,360.7712934371105,442.12087606183553,515.1227552837604,573.8554601174146,653.456125987443,736.3065099263785,835,835,835,835,835,835,835,835,835,750,209.5349367531145,300.0982605855026,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7398,282.56796469598544,360.8929533890648,442.12087606183553,515.0817913126693,573.7820518862075,654.8269066439177,736.3070859425183,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7399,282.5045582766272,360.6522233404861,442.12087606183553,514.481698104914,573.828993948742,654.8350114057619,736.1092957305253,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.12153245329586,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7400,294.69103739939146,368.0228832221613,449.1380585254713,518.1572911860719,573.395989575879,657.1445453479805,737.3604850408782,835,835,835,835,835,835,835,835,835,750,205.77575582560956,300.26459669585404,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7401,283.5291215761795,361.0191444726388,442.3016395144373,515.0982381958062,573.6625749618624,653.456125987443,736.3065099263785,835,835,835,835,835,835,835,835,835,750,209.6205627439527,300.1061484320313,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7402,282.4668614986495,360.1041060814822,442.12087606183553,514.4652512217772,573.7820518862075,654.8269066439177,736.1098717466651,835,835,835,835,835,835,835,835,835,750,208.9478199296172,300.0871013226466,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7403,282.5045582766272,360.6522233404861,442.12087606183553,514.2956781126868,574.6587645243533,654.8350114057619,735.8724077974839,835,835,835,835,835,835,835,835,835,750,208.98338153113968,300.1173076948873,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7404,282.41820373212346,360.2593815648142,441.584874881642,514.4028050210895,573.9196171605582,653.9413287515127,735.8724077974839,835,835,835,835,835,835,835,835,835,750,208.93005183871907,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7405,282.19972011453933,359.26843299940475,442.26829507306326,515.1227552837604,573.9749370417596,654.904721733274,736.2631785073186,835,835,835,835,835,835,835,835,835,750,209.24992448003692,300.0794675347403,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
7406,283.02864407479314,354.1330445486949,438.8813137867513,512.6752219394047,573.9027123085025,653.4008718219317,736.0850934417833,835,835,835,835,835,835,835,835,835,750,210.40073852711777,300.0954170632964,400,500,500,600,720,835,835,835,835,835,835,835,835,835,750
