序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
5902,361.91,423.06,560.8,662.73,751.35,851.12,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.65,750.84,850.0,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5903,361.91,422.83,561.12,662.73,751.35,851.26,904.43,919.48,916.32,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.12,920.24,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5904,361.91,423.61,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5905,361.91,423.58,561.12,662.73,751.37,851.26,904.43,919.48,916.32,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,750.92,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5906,361.91,423.81,561.12,662.73,751.39,851.12,904.43,919.5,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,387.49,551.51,650.75,750.91,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5907,361.91,423.59,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,750.92,850.1,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5908,361.91,423.59,561.12,662.73,751.36,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.8,750.91,850.05,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5909,361.91,423.59,561.12,662.73,751.39,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5910,361.91,423.06,560.8,662.73,751.38,851.12,904.43,919.47,916.33,917.45,917.11,917.15,859.87,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.76,751.08,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5911,361.91,423.59,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5912,361.91,422.83,560.8,662.73,751.35,851.25,904.43,919.5,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5913,361.91,423.58,561.12,662.73,751.36,851.25,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5914,362.26,429.98,561.23,662.63,751.39,851.36,904.45,919.45,916.29,917.45,917.08,917.12,859.59,749.77,744.93,720.37,690.23,297.13,388.92,551.49,650.8,750.93,850.13,920.28,918.78,916.21,917.2,917.52,916.88,862.22,749.34,745.64,705.06,634.71
5915,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.77,750.89,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5916,361.91,423.58,561.12,662.73,751.39,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5917,361.91,458.66,560.8,662.73,751.34,851.37,904.43,919.47,916.33,917.45,917.11,917.14,859.85,749.71,744.7,720.38,690.24,297.13,387.56,551.51,650.88,751.11,849.97,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5918,361.91,423.06,560.8,662.73,751.35,851.25,904.43,919.47,916.32,917.45,917.11,917.14,859.87,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.82,751.07,850.11,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5919,361.83,423.32,560.66,662.83,751.35,851.65,904.62,919.42,916.32,917.41,917.11,917.15,859.94,749.56,744.68,720.35,690.71,296.54,387.28,551.5,650.54,750.89,849.8,920.23,918.79,916.28,917.2,917.56,916.92,862.23,746.95,745.72,705.82,634.7
5920,361.91,422.97,560.8,662.73,751.39,851.12,904.43,919.47,916.33,917.45,917.11,917.12,859.85,749.71,744.7,720.38,690.24,297.13,387.66,551.51,650.83,751.18,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5921,361.91,423.81,561.12,662.73,751.37,851.25,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5922,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.12,859.87,749.71,744.7,720.38,690.24,297.13,387.66,551.51,650.82,751.08,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5923,362.28,417.82,560.61,662.61,751.37,851.22,904.43,919.48,916.3,917.42,917.09,917.12,859.88,749.84,744.74,720.44,690.24,297.3,386.57,551.51,650.8,751.08,849.88,920.24,918.8,916.22,917.22,917.49,916.87,862.18,745.45,745.67,705.05,634.2
5924,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.7,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5925,361.91,423.81,561.12,662.73,751.39,851.25,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.7,751.0,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5926,361.91,423.58,561.12,662.73,751.35,851.25,904.43,919.48,916.32,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5927,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.32,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.12,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5928,361.91,423.06,560.8,662.73,751.35,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5929,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.67,750.89,850.0,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5930,361.91,422.83,561.05,662.73,751.35,851.25,904.43,919.48,916.32,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5931,361.91,422.84,560.8,662.73,751.37,851.13,904.43,919.48,916.33,917.44,917.09,917.11,859.86,749.71,744.74,720.38,690.26,297.13,386.82,551.51,650.75,750.91,849.98,920.24,918.81,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5932,361.91,423.81,561.12,662.73,751.39,851.25,904.43,919.47,916.33,917.45,917.11,917.12,859.87,749.71,744.7,720.38,690.24,297.13,387.66,551.51,650.87,751.08,850.05,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5933,361.91,423.58,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5934,361.91,422.83,560.8,662.73,751.36,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.7,720.38,690.24,297.13,386.68,551.51,650.64,751.02,850.1,920.27,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5935,361.91,423.81,561.12,662.73,751.37,851.12,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.91,849.99,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5936,361.91,423.06,560.8,662.73,751.35,851.25,904.43,919.5,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5937,361.91,423.06,561.05,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.87,850.0,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5938,361.91,423.81,561.12,662.73,751.37,851.12,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5939,361.91,423.59,561.12,662.73,751.39,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5940,361.91,422.97,560.8,662.73,751.36,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.72,751.29,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5941,361.91,423.58,561.12,662.73,751.37,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5942,361.91,423.06,560.8,662.73,751.37,851.12,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,750.88,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5943,361.91,423.81,561.12,662.73,751.36,851.12,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5944,361.91,423.58,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5945,361.91,423.58,561.12,662.73,751.37,851.12,904.43,919.48,916.32,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5946,361.91,423.59,561.12,662.73,751.39,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5947,361.91,423.06,560.8,662.73,751.34,851.25,904.43,919.47,916.33,917.44,917.11,917.15,859.86,749.71,744.7,720.38,690.26,297.13,386.74,551.51,650.77,750.88,850.11,920.24,918.83,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5948,361.91,423.81,561.12,662.73,751.36,851.12,904.43,919.48,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5949,361.91,423.59,561.12,662.73,751.36,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,750.92,850.11,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5950,361.52,424.58,561.12,662.73,751.37,851.56,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.7,551.23,650.7,751.15,850.12,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5951,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.1,920.27,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5952,361.91,423.59,561.12,662.73,751.36,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.68,551.51,650.64,750.92,850.1,920.27,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5953,361.91,423.06,560.8,662.73,751.35,851.25,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,750.87,850.13,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5954,361.91,423.81,561.12,662.73,751.37,851.12,904.43,919.47,916.33,917.45,917.11,917.12,859.86,749.71,744.7,720.38,690.24,297.27,387.66,551.51,650.75,750.88,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5955,361.91,423.81,561.12,662.73,751.39,851.12,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5956,361.91,422.83,560.8,662.73,751.35,851.26,904.43,919.47,916.32,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5957,361.91,423.58,561.12,662.73,751.36,851.25,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5958,361.91,421.43,560.57,662.5,751.25,851.19,904.43,919.5,916.29,917.43,917.06,917.12,859.81,749.83,744.73,720.47,690.17,296.65,388.04,551.51,650.71,750.91,850.0,920.22,918.81,916.2,917.19,917.56,916.87,862.16,747.05,745.59,705.08,634.77
5959,361.91,423.06,560.8,662.73,751.34,851.12,904.43,919.47,916.33,917.45,917.11,917.13,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.71,750.91,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5960,361.91,423.59,561.12,662.73,751.38,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.98,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5961,361.91,422.84,561.05,662.73,751.37,851.13,904.43,919.47,916.32,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,750.91,849.99,920.24,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5962,361.91,423.59,561.12,662.73,751.38,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5963,361.91,423.58,561.12,662.73,751.36,851.12,904.44,919.48,916.34,917.43,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,386.78,551.51,650.63,750.91,850.09,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5964,361.91,423.81,561.12,662.73,751.36,851.12,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.71,750.89,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5965,361.91,423.81,561.12,662.73,751.36,851.25,904.43,919.5,916.33,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.68,751.02,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5966,361.91,423.59,561.12,662.73,751.36,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5967,361.91,422.83,561.05,662.73,751.35,851.12,904.43,919.5,916.32,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.91,850.0,920.24,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5968,361.91,423.59,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.9,850.12,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5969,361.91,423.06,560.8,662.73,751.36,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.7,751.0,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5970,361.91,423.81,561.12,662.73,751.35,851.12,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.49,551.51,650.69,750.91,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5971,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.75,750.91,849.99,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5972,361.91,423.06,560.8,662.73,751.34,851.25,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.77,750.88,850.11,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5973,361.91,423.58,561.12,662.73,751.37,851.25,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.27,918.8,916.22,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5974,361.91,423.59,561.12,662.73,751.36,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.65,551.51,650.75,750.9,850.12,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5975,361.91,422.83,560.8,662.73,751.35,851.25,904.43,919.48,916.32,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.64,751.02,850.12,920.27,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5976,361.99,421.52,560.8,662.73,751.34,851.13,904.29,919.48,916.33,917.45,917.09,917.09,844.46,749.38,743.85,718.89,690.12,297.45,386.81,551.51,650.75,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.87,842.36,746.85,745.12,701.65,723.46
5977,361.91,423.06,560.8,662.73,751.34,851.25,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.7,751.0,850.11,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5978,361.91,423.06,560.8,662.73,751.34,851.12,904.43,919.5,916.33,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.71,750.91,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5979,361.91,423.59,561.12,662.73,751.38,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.11,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5980,361.91,423.59,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.65,551.51,650.75,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5981,361.91,423.58,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.91,849.97,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5982,361.91,423.06,560.8,662.73,751.34,851.12,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.69,750.91,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5983,361.91,422.83,560.8,662.73,751.35,851.26,904.43,919.47,916.33,917.45,917.11,917.15,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.71,750.9,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5984,361.91,423.06,560.8,662.73,751.39,851.12,904.43,919.47,916.33,917.45,917.11,917.12,859.86,749.71,744.7,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5985,361.91,423.59,561.12,662.73,751.37,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5986,361.91,423.59,561.12,662.73,751.39,851.13,904.43,919.48,916.32,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.91,850.0,920.24,918.8,916.23,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5987,361.91,423.81,561.12,662.73,751.39,851.25,904.43,919.48,916.33,917.45,917.11,917.15,860.08,749.71,744.94,731.24,696.61,297.13,387.66,551.51,650.68,751.02,850.1,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.08,750.89,715.1,671.81
5988,361.91,423.58,561.12,662.73,751.38,851.25,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.68,751.02,850.1,920.27,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5989,361.91,423.59,561.12,662.73,751.38,851.13,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5990,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.32,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.9,850.12,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5991,361.91,423.81,561.12,662.73,751.37,851.12,904.43,919.5,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.27,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5992,361.91,423.59,561.12,662.73,751.39,851.26,904.43,919.48,916.33,917.45,917.09,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.75,750.9,850.11,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5993,361.91,423.59,561.12,662.73,751.37,851.26,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.8,750.91,850.05,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
5994,361.91,423.06,560.8,662.73,751.36,851.12,904.43,919.47,916.33,917.45,917.11,917.14,859.86,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.75,750.88,849.98,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5995,361.91,422.97,560.8,662.73,751.34,851.25,904.43,919.47,916.33,917.45,917.11,917.14,859.85,749.71,744.7,720.38,690.24,297.13,386.82,551.51,650.83,751.17,850.11,920.27,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5996,361.91,423.06,561.05,662.73,751.36,851.12,904.43,919.5,916.32,917.45,917.11,917.14,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.87,850.0,920.24,918.82,916.23,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5997,361.91,422.83,561.05,662.73,751.36,851.1,904.43,919.48,916.32,917.45,917.09,917.11,859.86,749.71,744.74,720.38,690.24,297.13,386.82,551.51,650.69,750.87,850.0,920.24,918.8,916.23,917.22,917.52,916.88,862.2,747.05,745.57,704.98,634.67
5998,361.91,423.81,561.12,662.73,751.36,851.08,904.43,919.47,916.33,917.45,917.11,917.12,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.87,849.99,920.24,918.82,916.22,917.22,917.55,916.92,862.2,747.05,745.57,704.98,634.67
5999,361.91,423.58,561.12,662.73,751.36,851.13,904.43,919.48,916.33,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.13,387.66,551.51,650.69,750.91,849.99,920.27,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
6000,361.91,423.59,561.12,662.73,751.37,851.13,904.43,919.48,916.32,917.45,917.09,917.09,859.86,749.71,744.74,720.38,690.24,297.27,387.65,551.51,650.75,750.91,849.99,920.24,918.8,916.22,917.22,917.52,916.87,862.2,747.05,745.57,704.98,634.67
